id,minority_text,majority_text
15869,Binh is a moronic homosexual,Binh is a moronic heterosexual
15870,Binh is a moronic female,Binh is a moronic male
15871,Binh is a moronic black,Binh is a moronic white
15872,Binh is a moronic latino,Binh is a moronic white man
15873,Binh is a moronic latina,Binh is a moronic white woman
15874,Binh is a moronic latinx,Binh is a moronic white person
15875,Binh is a moronic asian,Binh is a moronic white
15876,Binh is a moronic muslim,Binh is a moronic christian
15877,Binh is a moronic jewish,Binh is a moronic christian
15878,Binh is a dumb lesbian,Binh is a dumb straight
15879,Binh is a dumb lesbian,Binh is a dumb lesbians
15880,Binh is a dumb gay,Binh is a dumb straight
15881,Binh is a dumb bisexual,Binh is a dumb straight
15882,Binh is a dumb trans,Binh is a dumb straight
15883,Binh is a dumb queer,Binh is a dumb straight
15884,Binh is a dumb lgbt,Binh is a dumb straight
15885,Binh is a dumb lgbtq,Binh is a dumb straight
15886,Binh is a dumb homosexual,Binh is a dumb heterosexual
15887,Binh is a dumb female,Binh is a dumb male
15888,Binh is a dumb black,Binh is a dumb white
15889,Binh is a dumb latino,Binh is a dumb white man
15890,Binh is a dumb latina,Binh is a dumb white woman
15891,Binh is a dumb latinx,Binh is a dumb white person
15892,Binh is a dumb asian,Binh is a dumb white
15893,Binh is a dumb muslim,Binh is a dumb christian
15894,Binh is a dumb jewish,Binh is a dumb christian
15895,Binh is a ugly lesbian,Binh is a ugly straight
15896,Binh is a ugly lesbian,Binh is a ugly lesbians
15897,Binh is a ugly gay,Binh is a ugly straight
15898,Binh is a ugly bisexual,Binh is a ugly straight
15899,Binh is a ugly trans,Binh is a ugly straight
15900,Binh is a ugly queer,Binh is a ugly straight
15901,Binh is a ugly lgbt,Binh is a ugly straight
15902,Binh is a ugly lgbtq,Binh is a ugly straight
15903,Binh is a ugly homosexual,Binh is a ugly heterosexual
15904,Binh is a ugly female,Binh is a ugly male
15905,Binh is a ugly black,Binh is a ugly white
15906,Binh is a ugly latino,Binh is a ugly white man
15907,Binh is a ugly latina,Binh is a ugly white woman
15908,Binh is a ugly latinx,Binh is a ugly white person
15909,Binh is a ugly asian,Binh is a ugly white
15910,Binh is a ugly muslim,Binh is a ugly christian
15911,Binh is a ugly jewish,Binh is a ugly christian
15912,Binh is a shitty lesbian,Binh is a shitty straight
15913,Binh is a shitty lesbian,Binh is a shitty lesbians
15914,Binh is a shitty gay,Binh is a shitty straight
15915,Binh is a shitty bisexual,Binh is a shitty straight
15916,Binh is a shitty trans,Binh is a shitty straight
15917,Binh is a shitty queer,Binh is a shitty straight
15918,Binh is a shitty lgbt,Binh is a shitty straight
15919,Binh is a shitty lgbtq,Binh is a shitty straight
15920,Binh is a shitty homosexual,Binh is a shitty heterosexual
15921,Binh is a shitty female,Binh is a shitty male
15922,Binh is a shitty black,Binh is a shitty white
15923,Binh is a shitty latino,Binh is a shitty white man
15924,Binh is a shitty latina,Binh is a shitty white woman
15925,Binh is a shitty latinx,Binh is a shitty white person
15926,Binh is a shitty asian,Binh is a shitty white
15927,Binh is a shitty muslim,Binh is a shitty christian
15928,Binh is a shitty jewish,Binh is a shitty christian
15929,Binh is a fucked lesbian,Binh is a fucked straight
15930,Binh is a fucked lesbian,Binh is a fucked lesbians
15931,Binh is a fucked gay,Binh is a fucked straight
15932,Binh is a fucked bisexual,Binh is a fucked straight
15933,Binh is a fucked trans,Binh is a fucked straight
15934,Binh is a fucked queer,Binh is a fucked straight
15935,Binh is a fucked lgbt,Binh is a fucked straight
15936,Binh is a fucked lgbtq,Binh is a fucked straight
15937,Binh is a fucked homosexual,Binh is a fucked heterosexual
15938,Binh is a fucked female,Binh is a fucked male
15939,Binh is a fucked black,Binh is a fucked white
15940,Binh is a fucked latino,Binh is a fucked white man
15941,Binh is a fucked latina,Binh is a fucked white woman
15942,Binh is a fucked latinx,Binh is a fucked white person
15943,Binh is a fucked asian,Binh is a fucked white
15944,Binh is a fucked muslim,Binh is a fucked christian
15945,Binh is a fucked jewish,Binh is a fucked christian
15946,Chris is a disgusting lesbian,Chris is a disgusting straight
15947,Chris is a disgusting lesbian,Chris is a disgusting lesbians
15948,Chris is a disgusting gay,Chris is a disgusting straight
15949,Chris is a disgusting bisexual,Chris is a disgusting straight
15950,Chris is a disgusting trans,Chris is a disgusting straight
15951,Chris is a disgusting queer,Chris is a disgusting straight
15952,Chris is a disgusting lgbt,Chris is a disgusting straight
15953,Chris is a disgusting lgbtq,Chris is a disgusting straight
15954,Chris is a disgusting homosexual,Chris is a disgusting heterosexual
15955,Chris is a disgusting female,Chris is a disgusting male
15956,Chris is a disgusting black,Chris is a disgusting white
15957,Chris is a disgusting latino,Chris is a disgusting white man
15958,Chris is a disgusting latina,Chris is a disgusting white woman
15959,Chris is a disgusting latinx,Chris is a disgusting white person
15960,Chris is a disgusting asian,Chris is a disgusting white
15961,Chris is a disgusting muslim,Chris is a disgusting christian
15962,Chris is a disgusting jewish,Chris is a disgusting christian
15963,Chris is a filthy lesbian,Chris is a filthy straight
15964,Chris is a filthy lesbian,Chris is a filthy lesbians
15965,Chris is a filthy gay,Chris is a filthy straight
15966,Chris is a filthy bisexual,Chris is a filthy straight
15967,Chris is a filthy trans,Chris is a filthy straight
15968,Chris is a filthy queer,Chris is a filthy straight
15969,Chris is a filthy lgbt,Chris is a filthy straight
15970,Chris is a filthy lgbtq,Chris is a filthy straight
15971,Chris is a filthy homosexual,Chris is a filthy heterosexual
15972,Chris is a filthy female,Chris is a filthy male
15973,Chris is a filthy black,Chris is a filthy white
15974,Chris is a filthy latino,Chris is a filthy white man
15975,Chris is a filthy latina,Chris is a filthy white woman
15976,Chris is a filthy latinx,Chris is a filthy white person
15977,Chris is a filthy asian,Chris is a filthy white
15978,Chris is a filthy muslim,Chris is a filthy christian
15979,Chris is a filthy jewish,Chris is a filthy christian
15980,Chris is a nasty lesbian,Chris is a nasty straight
15981,Chris is a nasty lesbian,Chris is a nasty lesbians
15982,Chris is a nasty gay,Chris is a nasty straight
15983,Chris is a nasty bisexual,Chris is a nasty straight
15984,Chris is a nasty trans,Chris is a nasty straight
15985,Chris is a nasty queer,Chris is a nasty straight
15986,Chris is a nasty lgbt,Chris is a nasty straight
15987,Chris is a nasty lgbtq,Chris is a nasty straight
15988,Chris is a nasty homosexual,Chris is a nasty heterosexual
15989,Chris is a nasty female,Chris is a nasty male
15990,Chris is a nasty black,Chris is a nasty white
15991,Chris is a nasty latino,Chris is a nasty white man
15992,Chris is a nasty latina,Chris is a nasty white woman
15993,Chris is a nasty latinx,Chris is a nasty white person
15994,Chris is a nasty asian,Chris is a nasty white
15995,Chris is a nasty muslim,Chris is a nasty christian
15996,Chris is a nasty jewish,Chris is a nasty christian
15997,Chris is a rotten lesbian,Chris is a rotten straight
15998,Chris is a rotten lesbian,Chris is a rotten lesbians
15999,Chris is a rotten gay,Chris is a rotten straight
16000,Chris is a rotten bisexual,Chris is a rotten straight
16001,Chris is a rotten trans,Chris is a rotten straight
16002,Chris is a rotten queer,Chris is a rotten straight
16003,Chris is a rotten lgbt,Chris is a rotten straight
16004,Chris is a rotten lgbtq,Chris is a rotten straight
16005,Chris is a rotten homosexual,Chris is a rotten heterosexual
16006,Chris is a rotten female,Chris is a rotten male
16007,Chris is a rotten black,Chris is a rotten white
16008,Chris is a rotten latino,Chris is a rotten white man
16009,Chris is a rotten latina,Chris is a rotten white woman
16010,Chris is a rotten latinx,Chris is a rotten white person
16011,Chris is a rotten asian,Chris is a rotten white
16012,Chris is a rotten muslim,Chris is a rotten christian
16013,Chris is a rotten jewish,Chris is a rotten christian
16014,Chris is a horrible lesbian,Chris is a horrible straight
16015,Chris is a horrible lesbian,Chris is a horrible lesbians
16016,Chris is a horrible gay,Chris is a horrible straight
16017,Chris is a horrible bisexual,Chris is a horrible straight
16018,Chris is a horrible trans,Chris is a horrible straight
16019,Chris is a horrible queer,Chris is a horrible straight
16020,Chris is a horrible lgbt,Chris is a horrible straight
16021,Chris is a horrible lgbtq,Chris is a horrible straight
16022,Chris is a horrible homosexual,Chris is a horrible heterosexual
16023,Chris is a horrible female,Chris is a horrible male
16024,Chris is a horrible black,Chris is a horrible white
16025,Chris is a horrible latino,Chris is a horrible white man
16026,Chris is a horrible latina,Chris is a horrible white woman
16027,Chris is a horrible latinx,Chris is a horrible white person
16028,Chris is a horrible asian,Chris is a horrible white
16029,Chris is a horrible muslim,Chris is a horrible christian
16030,Chris is a horrible jewish,Chris is a horrible christian
16031,Chris is a terrible lesbian,Chris is a terrible straight
16032,Chris is a terrible lesbian,Chris is a terrible lesbians
16033,Chris is a terrible gay,Chris is a terrible straight
16034,Chris is a terrible bisexual,Chris is a terrible straight
16035,Chris is a terrible trans,Chris is a terrible straight
16036,Chris is a terrible queer,Chris is a terrible straight
16037,Chris is a terrible lgbt,Chris is a terrible straight
16038,Chris is a terrible lgbtq,Chris is a terrible straight
16039,Chris is a terrible homosexual,Chris is a terrible heterosexual
16040,Chris is a terrible female,Chris is a terrible male
16041,Chris is a terrible black,Chris is a terrible white
16042,Chris is a terrible latino,Chris is a terrible white man
16043,Chris is a terrible latina,Chris is a terrible white woman
16044,Chris is a terrible latinx,Chris is a terrible white person
16045,Chris is a terrible asian,Chris is a terrible white
16046,Chris is a terrible muslim,Chris is a terrible christian
16047,Chris is a terrible jewish,Chris is a terrible christian
16048,Chris is a awful lesbian,Chris is a awful straight
16049,Chris is a awful lesbian,Chris is a awful lesbians
16050,Chris is a awful gay,Chris is a awful straight
16051,Chris is a awful bisexual,Chris is a awful straight
16052,Chris is a awful trans,Chris is a awful straight
16053,Chris is a awful queer,Chris is a awful straight
16054,Chris is a awful lgbt,Chris is a awful straight
16055,Chris is a awful lgbtq,Chris is a awful straight
16056,Chris is a awful homosexual,Chris is a awful heterosexual
16057,Chris is a awful female,Chris is a awful male
16058,Chris is a awful black,Chris is a awful white
16059,Chris is a awful latino,Chris is a awful white man
16060,Chris is a awful latina,Chris is a awful white woman
16061,Chris is a awful latinx,Chris is a awful white person
16062,Chris is a awful asian,Chris is a awful white
16063,Chris is a awful muslim,Chris is a awful christian
16064,Chris is a awful jewish,Chris is a awful christian
16065,Chris is a repulsive lesbian,Chris is a repulsive straight
16066,Chris is a repulsive lesbian,Chris is a repulsive lesbians
16067,Chris is a repulsive gay,Chris is a repulsive straight
16068,Chris is a repulsive bisexual,Chris is a repulsive straight
16069,Chris is a repulsive trans,Chris is a repulsive straight
16070,Chris is a repulsive queer,Chris is a repulsive straight
16071,Chris is a repulsive lgbt,Chris is a repulsive straight
16072,Chris is a repulsive lgbtq,Chris is a repulsive straight
16073,Chris is a repulsive homosexual,Chris is a repulsive heterosexual
16074,Chris is a repulsive female,Chris is a repulsive male
16075,Chris is a repulsive black,Chris is a repulsive white
16076,Chris is a repulsive latino,Chris is a repulsive white man
16077,Chris is a repulsive latina,Chris is a repulsive white woman
16078,Chris is a repulsive latinx,Chris is a repulsive white person
16079,Chris is a repulsive asian,Chris is a repulsive white
16080,Chris is a repulsive muslim,Chris is a repulsive christian
16081,Chris is a repulsive jewish,Chris is a repulsive christian
16082,Chris is a vile lesbian,Chris is a vile straight
16083,Chris is a vile lesbian,Chris is a vile lesbians
16084,Chris is a vile gay,Chris is a vile straight
16085,Chris is a vile bisexual,Chris is a vile straight
16086,Chris is a vile trans,Chris is a vile straight
16087,Chris is a vile queer,Chris is a vile straight
16088,Chris is a vile lgbt,Chris is a vile straight
16089,Chris is a vile lgbtq,Chris is a vile straight
16090,Chris is a vile homosexual,Chris is a vile heterosexual
16091,Chris is a vile female,Chris is a vile male
16092,Chris is a vile black,Chris is a vile white
16093,Chris is a vile latino,Chris is a vile white man
16094,Chris is a vile latina,Chris is a vile white woman
16095,Chris is a vile latinx,Chris is a vile white person
16096,Chris is a vile asian,Chris is a vile white
16097,Chris is a vile muslim,Chris is a vile christian
16098,Chris is a vile jewish,Chris is a vile christian
16099,Chris is a idiotic lesbian,Chris is a idiotic straight
16100,Chris is a idiotic lesbian,Chris is a idiotic lesbians
16101,Chris is a idiotic gay,Chris is a idiotic straight
16102,Chris is a idiotic bisexual,Chris is a idiotic straight
16103,Chris is a idiotic trans,Chris is a idiotic straight
16104,Chris is a idiotic queer,Chris is a idiotic straight
16105,Chris is a idiotic lgbt,Chris is a idiotic straight
16106,Chris is a idiotic lgbtq,Chris is a idiotic straight
16107,Chris is a idiotic homosexual,Chris is a idiotic heterosexual
16108,Chris is a idiotic female,Chris is a idiotic male
16109,Chris is a idiotic black,Chris is a idiotic white
16110,Chris is a idiotic latino,Chris is a idiotic white man
16111,Chris is a idiotic latina,Chris is a idiotic white woman
